uid,0_1,0_2,0_3,0_4,0_5,0_6,3m_max_1,3m_max_2,3m_max_3,3m_max_4,3m_max_5,3m_max_6,4m_least_1,4m_least_2,4m_least_3,4m_least_4,4m_least_5,4m_least_6,8_1,8_2,8_3,8_4,8_5,8_6,D_1,D_2,D_3,D_4,D_5,D_6,QM_1,QM_2,QM_3,QM_4,QM_5,QM_6,X_1,X_2,X_3,X_4,X_5,X_6,AccountType02,AccountType28,AccountType60,AccountType30,AccountType03,AccountType61,AccountType16,AccountType31,AccountType25,AccountType35,AccountType33,AccountType26,CurrentBalance_count,CurrentBalance_mean,CurrentBalance_std,CurrentBalance_min,CurrentBalance_25%,CurrentBalance_50%,CurrentBalance_75%,CurrentBalance_max,IsSettled_count,IsSettled_mean,TotalCurrentBalance,TotalArrears,TotalAccountsNumber,dti_max,inc_max
ccd70dd5af7306d224e1,6,6,19,24,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,76274.5,81175.74170280182,0.0,9160.5,79328.0,146442.0,146442.0,4.0,2.0,0,1928.0,1,0.393516078017923,3794.0
305f6f13e2025167a790,6,7,10,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,6,6,6,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100227.0,141742.3827159682,0.0,50113.5,100227.0,150340.5,200454.0,2.0,1.0,0,807.0,1,0.3654320987654321,2835.0
7449790d85faabf89315,40,48,44,44,54,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,36,37,40,30,32,0,0,1,0,0,0,1,0,0,0,0,1,9.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8317.357142857143,23923.809400830225,0.0,0.0,111.5,1785.5,89741.0,14.0,1.0,1,1666.0,6,0.5004452359750667,4492.0
02634778f77eeec9a234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,182484.0,0.0,182484.0,182484.0,182484.0,182484.0,182484.0,2.0,2.0,0,2280.0,0,0.3631489154277358,4103.0
0dce985a5d71d9f57d27,17,12,7,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,29,30,27,20,0,0,0,0,0,0,0,0,0,0,1,4,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,225204.5,280156.54135054565,0.0,41.5,103957.5,480679.25,571656.0,6.0,1.0,1,5089.0,2,0.5667066278472341,5839.0
660ad9f03aaceefd0893,40,45,44,42,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,16,18,18,8,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46657.4,98362.43580102676,0.0,0.0,0.0,0.0,233287.0,10.0,2.0,0,3420.0,8,0.4449175093134646,3758.0
fd927afd021700f842dc,67,65,66,75,78,79,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,40,32,30,28,2,0,2,1,0,0,0,0,0,0,0,1,8.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10460.555555555557,44249.66682389986,0.0,0.0,0.0,22.5,187766.0,18.0,3.0,1,1629.0,13,0.5442828816920027,3026.0
79fbfdae06688ce416e2,18,17,12,12,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,24,24,19,20,0,0,0,0,0,0,0,1,0,0,1,1,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13234.0,30348.95530327197,0.0,0.0,512.0,2693.5,75130.0,6.0,2.0,0,1461.0,3,0.3842524329106458,3391.0
ee57d2e4857425c2a4b2,316,312,361,372,365,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,71,21,12,19,24,0,0,0,0,0,0,4,1,2,0,0,0,4.0,0.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,5368.28125,29461.284984997885,0.0,0.0,0.0,0.0,168064.0,64.0,2.0,0,3404.0,52,0.4155038759689922,3225.0
aed0c510b8de29dc6664,33,28,36,42,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,28,24,10,13,0,0,0,0,0,0,3,0,2,0,3,0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49829.545454545456,107943.50292756264,0.0,0.0,0.0,5931.0,268061.0,11.0,1.0,0,3276.0,5,0.4661290322580645,3720.0
59e437cec1c267293b16,26,38,37,42,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,10,6,2,6,0,0,0,0,0,0,2,3,1,0,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2430.125,2635.205681183701,0.0,522.0,1441.5,3947.75,7267.0,8.0,1.0,0,1299.0,2,0.5394868377207598,3001.0
10610e2dd2244e8cb773,34,44,44,40,54,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,22,24,10,2,0,0,0,0,0,0,2,1,0,2,2,1,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2384.2727272727275,7277.445583319865,0.0,0.0,0.0,478.0,24297.0,11.0,1.0,0,995.0,5,0.4331428571428571,2625.0
cfa7ed4e3ca300349ade,21,22,25,30,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,29,24,18,9,0,0,0,0,0,0,1,1,0,0,1,2,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,32323.555555555555,56190.90838630194,0.0,43.0,1309.0,22785.0,130606.0,9.0,2.0,0,1927.0,2,0.4082758620689655,3625.0
7207f144ac4a45f4e3c2,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,24,24,24,18,0,0,0,0,0,0,0,1,0,0,0,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,103416.0,119385.64510861428,0.0,37.5,103428.5,206807.0,206807.0,4.0,2.0,1,2208.0,1,0.3723463687150838,3580.0
4c05fde69f9beed9de6d,11,12,28,30,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,24,20,12,12,0,0,0,0,0,0,1,4,2,4,0,0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31059.88888888889,54170.93031194047,562.0,940.0,3953.0,8646.0,126456.0,9.0,1.0,0,2089.0,0,0.467016284846812,3623.0
8e65525150e44bc9d7f8,25,23,18,19,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,18,16,24,23,0,0,0,0,0,0,0,0,0,1,0,1,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39955.16666666666,97611.82232171814,0.0,0.0,0.0,395.25,239204.0,6.0,1.0,0,3690.0,4,0.4935102394000576,3467.0
22b2b9f30133ca2110d7,18,12,12,18,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46500.5,93001.0,0.0,0.0,0.0,46500.5,186002.0,4.0,2.0,0,1070.0,3,0.479746835443038,2370.0
9341e1da506bd35d8ff1,10,11,20,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,9,6,6,6,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32446.8,71464.93374865747,0.0,364.0,438.0,1147.0,160285.0,5.0,2.0,0,1330.0,1,0.4916459296125133,2813.0
ca59753045960a5707e6,18,16,15,23,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,21,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18621.5,45572.51649733642,0.0,0.0,17.0,45.25,111646.0,6.0,2.0,0,1057.0,3,0.360567907848915,3733.0
c9503d34aebfa12bb183,21,24,40,42,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,27,30,30,20,0,0,0,0,0,0,1,3,5,0,0,4,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28047.75,31547.71997560348,0.0,2240.25,18476.0,48122.0,84322.0,12.0,1.0,0,2056.0,2,0.4200827378713802,2659.0
97ba8174c2fffff0b23c,1,5,20,24,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,28,24,24,16,0,0,0,0,0,0,0,3,0,0,0,2,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35366.75,59554.71272643813,29.0,3541.25,4775.5,36622.75,131800.0,8.0,1.0,0,1320.0,0,0.3666956774006382,3447.0
1e608dbfdfca14c46fde,6,15,18,18,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,6,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2450.5,4285.577712903283,0.0,0.0,479.5,2930.0,8843.0,4.0,3.0,0,479.0,2,0.3631304347826087,2875.0
16396703955c669778cf,63,53,65,64,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,31,31,29,26,0,1,0,0,0,0,0,1,0,1,1,0,8.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13696.125,37193.57584650877,0.0,0.0,0.0,165.75,108975.0,16.0,2.0,1,1793.0,11,0.5343092406221409,3279.0
830de806af1db5497825,48,49,54,56,61,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,18,15,10,0,0,0,0,0,0,0,2,4,0,1,1,1,5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6797.25,22498.19886982875,0.0,0.0,19.0,490.25,78215.0,12.0,3.0,1,1035.0,6,0.371377732587697,3934.0
113c539900836a506050,56,52,54,52,54,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,24,22,24,21,0,0,0,0,0,0,3,4,0,4,0,0,8.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,35433.307692307695,76773.89316187352,0.0,0.0,0.0,21607.0,207358.0,13.0,1.0,1,8129.0,9,0.5347376949564513,4937.0
82ab9145990efc526477,15,18,18,18,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,24,24,28,30,1,1,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25333.85714285714,38320.23252986413,0.0,118.0,306.0,47969.0,80857.0,7.0,1.0,0,1638.0,1,0.4216654011642622,3951.0
3d870e42a26b6af19ac4,23,18,20,16,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,22,26,30,22,0,0,0,0,0,0,0,0,0,0,0,2,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,43736.71428571428,74190.77280164132,0.0,0.0,0.0,76909.5,152338.0,7.0,1.0,1,1997.0,4,0.4412972972972973,4625.0
2d2df06350e140a16d68,28,28,30,36,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,11,6,11,12,0,0,0,0,0,0,0,0,1,0,0,0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20231.85714285714,53362.40615023705,0.0,0.0,0.0,188.5,141246.0,7.0,2.0,1,1218.0,5,0.5293062200956937,3344.0
23e0bb258180bd1f5b66,84,102,98,91,91,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,8,17,17,18,0,0,0,0,0,0,1,0,2,0,0,2,6.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17594.166666666668,74319.70672649189,0.0,0.0,0.0,109.25,315388.0,18.0,2.0,1,3841.0,11,0.5486144871171609,4114.0
3c22da8586b46ed2ddbf,15,12,16,18,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,13,12,16,13,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39857.4,54372.36211808349,0.0,0.0,449.0,99419.0,99419.0,5.0,1.0,0,1461.0,2,0.4293899561846983,2967.0
5a9af9fb895072348eeb,3,6,7,15,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,16,9,2,0,0,0,0,0,0,0,1,0,1,0,2,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38463.0,64450.92076404598,2117.0,4664.0,8380.5,42179.5,134974.0,4.0,1.0,0,1133.0,0,0.4236034036256011,2703.0
4934dfffe55e2d021235,14,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,18,14,18,18,0,0,0,0,0,0,0,0,0,4,0,0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,99398.2,134354.44333627375,0.0,0.0,3859.0,246566.0,246566.0,5.0,2.0,0,3100.0,2,0.4099749058971141,3188.0
c01c7b59f7e30471f749,17,22,30,30,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,6,6,7,5,2,0,0,0,0,0,1,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1842.1666666666667,2993.5883762913472,0.0,108.75,517.5,1891.5,7696.0,6.0,3.0,1,681.0,2,0.504424778761062,3051.0
970dab98f278c58ebb52,64,73,72,68,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,23,28,26,21,1,0,0,0,0,0,1,0,1,0,1,0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15447.875,40640.224959802246,0.0,0.0,0.0,790.25,119481.0,16.0,2.0,0,2611.0,9,0.419311727363849,2993.0
d7b2c1b807a3b01cd512,40,36,32,36,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,12,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18808.375,53198.11802239812,0.0,0.0,0.0,0.0,150467.0,8.0,2.0,1,1618.0,7,0.4253234025872207,2551.0
51d1bcde54e8ed179956,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,18,18,18,15,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21785.0,18737.325636280115,149.0,16376.0,32603.0,32603.0,32603.0,3.0,1.0,0,1969.0,0,0.374019454032005,3187.0
a1e868889e77c8e259b2,164,167,190,204,203,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,19,5,4,6,0,0,0,0,0,0,6,1,1,1,3,0,4.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,133.37142857142857,508.4238670355951,0.0,0.0,0.0,0.0,2773.0,35.0,2.0,1,1110.0,28,0.4319791278419679,2683.0
dfaf66a5cbdde2bec32b,6,6,6,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,19,20,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40120.333333333336,57833.84127884526,0.0,1566.0,5340.0,87593.25,114723.0,6.0,2.0,0,2032.0,1,0.5042997542997543,4884.0
c3cdf7b7b52621b327ea,18,20,31,44,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,33,20,25,30,0,0,0,0,0,0,0,0,2,2,0,0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23569.81818181818,37232.70555524586,0.0,54.0,277.0,43152.0,86056.0,11.0,1.0,0,1698.0,3,0.5289804469273743,2864.0
203c57d5bbcf7b585695,54,63,62,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,21,12,12,12,0,0,0,0,0,0,0,1,1,0,0,0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10330.214285714286,35950.062612930546,0.0,0.0,0.0,16.0,134916.0,14.0,2.0,0,1835.0,9,0.4357040229885057,2784.0
30e9b3ee6595ed105efe,8,6,6,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,12,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,194767.0,259147.56907407023,0.0,47705.0,95410.0,292150.5,488891.0,3.0,2.0,0,4671.0,1,0.5639745916515426,4408.0
978eb25269be7f00ad83,6,6,6,7,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,11,10,6,6,0,0,0,0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52341.0,90318.86697141411,0.0,195.5,391.0,78511.5,156632.0,3.0,1.0,0,853.0,1,0.4859744990892531,2745.0
416d2679d7803fc93cb5,289,249,251,294,306,306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,75,72,25,18,18,0,0,0,0,0,0,0,0,0,5,0,0,2.0,0.0,47.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,13744.611111111111,58603.93059823626,0.0,0.0,0.0,0.0,285711.0,54.0,2.0,1,5149.0,48,0.4254344090127935,5237.0
0c62e694d5b84d00b5a4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,6,6,6,0,4,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137590.0,0.0,137590.0,137590.0,137590.0,137590.0,137590.0,1.0,3.0,0,1320.0,0,0.4685835995740149,2817.0
1ac6b13eb976b3e1566b,34,42,50,49,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,13,15,12,12,0,0,0,0,0,0,0,4,3,2,0,0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,56008.27272727273,115762.11200741882,0.0,0.0,235.0,18251.0,289443.0,11.0,1.0,0,5401.0,5,0.5293076752930768,4521.0
81c5d129a0b88c687280,8,6,6,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,18,14,18,18,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,54940.25,68262.856822604,0.0,0.0,39506.0,94446.25,140749.0,4.0,1.0,1,1256.0,2,0.4414765906362545,3332.0
74d6174fe68f98aa345b,31,32,37,38,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,20,19,19,21,0,0,0,0,0,0,0,3,3,3,0,2,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,56499.2,118660.57930435214,0.0,0.0,60.0,829.5,281641.0,10.0,1.0,0,4049.0,5,0.3812652068126521,4110.0
1d3e7fc288c93a6d2a9f,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3006.0,4251.125968493524,0.0,1503.0,3006.0,4509.0,6012.0,2.0,3.0,0,443.0,0,0.4753472222222222,2880.0
0d757efe32b3b11cbc86,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,12,12,6,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,129897.0,183702.09911157796,0.0,64948.5,129897.0,194845.5,259794.0,2.0,1.0,1,918.0,1,0.4226114649681529,3140.0
dae14a073e738de6ec40,25,25,30,22,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,12,20,24,19,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4326.571428571428,6056.151634416663,0.0,0.0,0.0,7942.5,14401.0,7.0,2.0,0,2063.0,4,0.4279803465218516,3867.0
